0,1,2,3
0.056346558904478664,0.055990872471600325,0.060236135070673505,0.0733358600681185
0.07157821562329564,0.11412128824637607,0.09684819294118319,0.09168970521183722
0.07705160882229202,0.1826915594092879,0.17193880190108424,0.12746076416629842
0.16947633292118336,0.21407726344320274,0.21254379260675962,0.18067788124479608
0.13268409828792269,0.22858708700174765,0.21259363823245242,0.16493591738247912
0.0481014667792505,0.09092325716904018,0.0830457832870715,0.08177268731867261
0.10440493605160539,0.21867466661464113,0.2162166534127409,0.11270277631887032
0.03587681963548965,0.06827182480216847,0.060848909352457355,0.04522942301698072
0.1575817891905788,0.20731062830872607,0.21866919673852347,0.19608134246597161
0.062172840850072686,0.07003473575653188,0.07519765282631254,0.08321935376391384
0.05976879649949575,0.11391099006671959,0.10630558599326742,0.10595044842456926
0.055901231788104626,0.12428233113388733,0.10365003629695373,0.07962879242661827
0.07573235694946667,0.07460793432702392,0.0666773343589642,0.10400477575815878
0.05349080197640848,0.06303232279913364,0.0515497880920221,0.06446513161202569
0.19098987442132231,0.2414310844398213,0.23816198738204625,0.25373611304859073
0.17807879955569345,0.18439643959022847,0.1757306469771342,0.18106842138384646
0.05041992921683791,0.1195647283464725,0.12201335361077836,0.06986870947392018
0.12998189235139831,0.2600126199902737,0.22625451970172647,0.19408737575961305
0.17786233399136014,0.2613517192964297,0.30291428625897837,0.22780955343619963
0.04742922410688887,0.11187020172921466,0.10724986224614395,0.06103627934625512
0.047100305047468025,0.0731457612177242,0.06584461751066728,0.07197608757585922
0.1434922433264623,0.28741366126816337,0.2802185449176937,0.19668379200709218
0.15963602568857432,0.20213579766500553,0.21707259260595707,0.19902888989827522
0.08059978513403034,0.18825842397952075,0.18502182054615668,0.11172241279051565
0.04747591293511966,0.06916627658481542,0.06341718444805763,0.07245486488918959
0.04931318108724716,0.057340216165821134,0.06674445990056438,0.06035397760979328
0.061689262432720285,0.12282074915803748,0.12531232004663362,0.06924173928547214
0.10502884748948266,0.21870159551991225,0.2135700595914405,0.1285895887534591
0.04129816992097814,0.062278141911502924,0.05211922906136525,0.06323749378163808
0.050494051346042824,0.10239752025294442,0.10984324932349115,0.07316371268523686
0.08621176479262545,0.1779128503807602,0.1710777554848512,0.12206394904866041
0.15627472006297086,0.17492330586953228,0.1711693606990958,0.1693177104337512
0.0964561650067951,0.0924398293423533,0.07604917855215547,0.13189184357320113
0.0893288463144334,0.11462136651524626,0.12113004619115703,0.10214664765757289
0.052885024793087966,0.12213945274242155,0.1039763480048469,0.06665632777492907
0.19836370998752456,0.2758509538890581,0.25079962082912804,0.24458802351908834
0.14910393393650873,0.2953637346298877,0.29455536945394645,0.2054956039530884
0.1581498929708991,0.17733842017999193,0.16607054271842103,0.21659318807861785
0.06158015161658577,0.1318813925043878,0.11209082174949556,0.0986378978108031
0.15502301659204012,0.1734952738296997,0.1783537770445068,0.1680925051445964
0.10087892363833455,0.22205062376051182,0.23147813376730056,0.15771653620652684
0.19232074623876408,0.24997950197975516,0.24164784993660793,0.24853667995864337
0.06535126876364174,0.11946751272723873,0.12069327433136559,0.06729898696875117
0.1446527334894421,0.15040410519945283,0.15502557337172876,0.19217888945716802
0.1332021478193835,0.23098284749474912,0.22372159633699457,0.18899892554494227
0.04664291543688877,0.11396607004253406,0.10982599428318585,0.07250031665648882
0.13974458332527145,0.2435123780401024,0.2669249780737005,0.18378143648743964
0.06838936026050264,0.12088606411406921,0.12706428019246532,0.07656371943798097
0.0815088422851236,0.18680895217644916,0.1757635488069087,0.13248870680199407
0.0312710271868617,0.06645995143753103,0.05625702496607264,0.04952679514886144
0.16142562998567167,0.29044023225453286,0.27138222936273904,0.23599900866166879
0.06940072385544116,0.08219357269515648,0.08102742194221034,0.07227447444063104
0.13716274483266144,0.26944433150774316,0.27481797908734,0.1715198890863069
0.12291007036213916,0.21218698729077742,0.23699057639047996,0.15258434255573833
0.10416857901552296,0.2200361273851028,0.21924932427879162,0.11407074682362561
0.038598666930149836,0.0890129452387526,0.09000739284630284,0.041659137559610204
0.0710134114856,0.09344148859470094,0.08976305846996596,0.08535913096528674
0.15883436968994935,0.26485699616292496,0.25185087241634196,0.22809517257976844
0.11433153453042227,0.10470539783251123,0.10278688781694256,0.13352225050180008
0.06564900682455613,0.13837417042271796,0.12267339501776661,0.09288862805780512
0.027723574844672628,0.07296866329483914,0.0647848403006891,0.03867603116394886
